Season,Team,Pitcher,ThrowHand,BatSide,page_id,birthplace,birthdate,height_cm,weight_kg,pro_debut_year,draft_info,elementary_school,middle_school,high_school,university,school,position
2026,롯데,나균안,우,우,1747364,대한민국 경상남도 창원시,1998-03-16,186.0,109.0,2017.0,2017년 2차 1라운드(롯데 자이언츠),경남 무학초등학교,경남 신월중학교,마산용마고등학교,,경남 무학초등학교-경남 신월중학교-마산용마고등학교,투수
2026,NC,신민혁,우,우,2797886,대한민국 서울특별시,1999-02-04,184.0,95.0,2018.0,2018년 2차 5라운드(NC 다이노스),서울염강초등학교,매향중학교,야탑고등학교,,서울염강초등학교-매향중학교-야탑고등학교,투수
2026,KT,고영표,우,우,1078061,대한민국 전라남도 나주시,1991-09-16,187.0,88.0,2014.0,2014년 2차 1라운드(kt wiz),광주대성초등학교,광주동성중학교,화순고등학교,동국대학교,광주대성초등학교-광주동성중학교-화순고등학교-동국대학교,투수
2026,한화,류현진,좌,우,68735,대한민국 인천직할시,1987-03-25,190.0,113.0,2006.0,2006년 2차 1라운드(한화 이글스),인천창영초등학교,동산중학교,동산고등학교,대전대학교,인천창영초등학교-동산중학교-동산고등학교-대전대학교,투수
2026,한화,박상원,우,우,841120,대한민국 서울특별시,1994-09-09,187.0,98.0,2017.0,2017년 2차 3라운드(한화 이글스),서울백운초등학교,이수중학교,휘문고등학교,연세대학교,서울백운초등학교-이수중학교-휘문고등학교-연세대학교,투수
2026,한화,강건우,좌,좌,10000035,,2007-07-19,188.0,,,,,,,,,투수
2026,한화,박재규,우,우,10000036,,2003-07-03,181.0,,,,,,,,,투수
2026,KIA,김태형,우,우,4072789,대한민국 광주광역시 광산구 신창동,2006-12-15,186.0,91.0,2025.0,2025년 1라운드(KIA 타이거즈),화순초등학교,거원중학교,덕수고등학교,,화순초등학교-거원중학교-덕수고등학교,투수
2026,LG,웰스,좌,좌,4019624,뉴사우스웨일스주 뉴캐슬,1997-02-27,185.0,83.0,2014.0,,,,,,,투수
2026,키움,정현우,좌,좌,3977517,대한민국 서울특별시,2006-04-13,184.0,91.0,2025.0,2025년 1라운드(키움 히어로즈),서울홍제초등학교,충암중학교,덕수고등학교,,서울홍제초등학교-충암중학교-덕수고등학교,투수
2026,키움,정세영,좌,좌,9000031,,2006-09-23,,,,,,,,,,투수
2026,SSG,최민준,우,우,2011758,대한민국 부산광역시,1999-06-11,178.0,83.0,2018.0,2018년 2차 2라운드(SK 와이번스),부산 수영초등학교,경남중학교,경남고등학교,,부산 수영초등학교-경남중학교-경남고등학교,투수
2026,SSG,한두솔,좌,좌,3213242,대한민국 광주광역시,1997-01-15,177.0,86.0,2018.0,지명없음(육성선수 입단),광주수창초등학교,광주진흥중학교,광주제일고등학교,,광주수창초등학교-광주진흥중학교-광주제일고등학교,투수
2026,두산,최민석,우,우,4000964,대한민국 서울특별시,2006-07-02,189.0,84.0,2025.0,2025년 2라운드(두산 베어스),서울중대초등학교,양천중학교,서울고등학교,,서울중대초등학교-양천중학교-서울고등학교,투수
2026,삼성,이승현,좌,좌,2851752,대한민국 대구광역시,2002-05-19,183.0,102.0,2021.0,2021년 1차 지명(삼성 라이온즈),대구남도초등학교,경복중학교,대구상원고등학교,,대구남도초등학교-경복중학교-대구상원고등학교,투수
2026,롯데,김진욱,좌,좌,2865932,대한민국 경기도 평택시,2002-07-05,185.0,90.0,2021.0,2021년 2차 1라운드(롯데 자이언츠),수원신곡초등학교,춘천중학교,강릉고등학교,,수원신곡초등학교-춘천중학교-강릉고등학교,투수
2026,롯데,김강현,우,좌,2828124,대한민국 서울특별시,1995-02-27,177.0,84.0,2015.0,지명없음(육성선수 입단),서울고명초등학교,청원중학교,서울 청원고등학교,세계사이버대학,서울고명초등학교-청원중학교-서울 청원고등학교-세계사이버대학,투수
2026,NC,버하겐,,,10000037,,1990-10-22,198.0,,,,,,,,,투수
2026,KT,오원석,좌,좌,2828629,대한민국 경기도 성남시,2001-04-23,182.0,80.0,2020.0,2020년 1차 지명(SK 와이번스),수진초등학교,매송중학교,야탑고등학교,,수진초등학교-매송중학교-야탑고등학교,투수
2026,KT,박지훈,우,우,10000038,,2007-01-19,188.0,,,,,,,,,투수
2026,한화,문동주,우,우,3057205,대한민국 광주광역시,2003-12-23,188.0,97.0,2022.0,2022년 1차 지명(한화 이글스),광주화정초등학교,무등중학교,광주진흥고등학교,,광주화정초등학교-무등중학교-광주진흥고등학교,투수
2026,한화,김종수,우,우,2094541,대한민국 서울특별시,1994-06-03,180.0,80.0,2013.0,2013년 8라운드(한화 이글스),서울 성동초등학교,덕수중학교,울산공업고등학교,,서울 성동초등학교-덕수중학교-울산공업고등학교,투수
2026,두산,윤태호,우,우,4078875,인천광역시,2003-10-10,190.0,90.0,2022.0,2022년 5라운드(두산 베어스),상인천초등학교,동인천중학교,인천고등학교,,상인천초등학교-동인천중학교-인천고등학교,투수
2026,롯데,신동건,우,우,10000039,,2007-10-05,193.0,,,,,,,,,투수
2026,KIA,이태양,우,좌,419526,대한민국 전라남도 여수시,1990-07-03,192.0,97.0,2010.0,2010년 5라운드(한화 이글스),여수서초등학교,여수중학교,순천효천고등학교,,여수서초등학교-여수중학교-순천효천고등학교,투수
2026,두산,김정우,우,우,1797508,대한민국 경기도 시흥시,1999-05-15,183.0,87.0,2018.0,2018년 1차 지명(SK 와이번스),소래초등학교,인천 동산중학교,동산고등학교,,소래초등학교-인천 동산중학교-동산고등학교,투수
2026,두산,박정수,우,좌,1591976,대한민국 서울특별시,1996-01-29,178.0,74.0,2015.0,2015년 2차 7라운드(KIA 타이거즈),서울청구초등학교,이수중학교,야탑고등학교,,서울청구초등학교-이수중학교-야탑고등학교,투수
2026,NC,목지훈,우,우,3892643,대한민국 서울특별시 중랑구,2004-05-11,181.0,83.0,2023.0,2023년 한국프로야구 신인드래프트 4라운드 4순위 34번(NC 다이노스),서울효제초등학교,청량중학교,신일고등학교,,서울효제초등학교-청량중학교-신일고등학교,투수
2026,한화,황준서,좌,좌,3784562,대한민국 서울특별시,2005-08-22,185.0,78.0,2024.0,2024년 1라운드(한화 이글스),서울면일초등학교,상명중학교,장충고등학교,,서울면일초등학교-상명중학교-장충고등학교,투수
2026,한화,김범준,우,우,10000041,,2000-09-30,175.0,,,,,,,,,투수
2026,키움,정다훈,우,우,10000042,,2006-07-06,183.0,,,,,,,,,투수
2026,롯데,정현수,좌,좌,3795035,대한민국 부산광역시,2001-05-10,180.0,84.0,2024.0,2024년 2라운드(롯데 자이언츠),대연초등학교,부산중학교,부산고등학교,송원대학교,대연초등학교-부산중학교-부산고등학교-송원대학교,투수
2026,롯데,최이준,우,우,1971721,대한민국 서울특별시,1999-04-10,182.0,90.0,2018.0,2018년 2차 2라운드(kt wiz),서울이수초등학교,대치중학교,장충고등학교,,서울이수초등학교-대치중학교-장충고등학교,투수
2026,롯데,최충연,우,우,1466893,대한민국 대구광역시,1997-03-05,190.0,85.0,2016.0,2016년 1차 지명(삼성 라이온즈),대구수창초등학교,대구중학교,경북고등학교,,대구수창초등학교-대구중학교-경북고등학교,투수
2026,KIA,한재승,우,우,3213928,대한민국 인천광역시,2001-11-21,180.0,90.0,2021.0,2021년 2차 4라운드(NC 다이노스),인천동막초등학교,상인천중학교,인천고등학교,,인천동막초등학교-상인천중학교-인천고등학교,투수
2026,키움,이준우,우,우,4013110,대한민국 부산광역시,2001-03-02,183.0,93.0,2025.0,,문현초등학교,센텀중학교,경남고등학교,동의대학교,문현초등학교-센텀중학교-경남고등학교-동의대학교,투수
2026,NC,전사민,우,우,2514541,대한민국 부산광역시,1999-07-06,194.0,85.0,2019.0,2019년 2차 2라운드(NC 다이노스),부산 연서초등학교,부산대신중학교,부산정보고등학교,,부산 연서초등학교-부산대신중학교-부산정보고등학교,투수
2026,SSG,장지훈,우,우,2966331,대한민국 경상남도 김해시,1998-12-06,177.0,82.0,2021.0,2021년 2차 4라운드(SK 와이번스),김해삼성초등학교,경남 내동중학교,김해고등학교,동의대학교,김해삼성초등학교-경남 내동중학교-김해고등학교-동의대학교,투수
2026,LG,성동현,우,우,2259680,대한민국 경기도 고양시,1999-05-18,189.0,108.0,2018.0,2018년 2차 1라운드(LG 트윈스),백마초등학교,홍은중학교,장충고등학교,,백마초등학교-홍은중학교-장충고등학교,투수
2026,한화,이상규,우,우,2559259,대한민국 서울특별시,1996-10-20,185.0,77.0,2015.0,2015년 2차 7라운드(LG 트윈스),서울흥인초등학교,청원중학교,서울 청원고등학교,,서울흥인초등학교-청원중학교-서울 청원고등학교,투수
2026,삼성,원태인,우,좌,2485589,대한민국 대구광역시,2000-04-06,183.0,92.0,2019.0,2019년 1차 지명(삼성 라이온즈),대구율하초등학교,경복중학교,경북고등학교,,대구율하초등학교-경복중학교-경북고등학교,투수
2026,KT,문용익,우,우,3026295,대한민국 경기도 고양시,1995-02-04,178.0,93.0,2017.0,2017년 2차 6라운드(삼성 라이온즈),,양천중학교,청원고등학교,대구사이버대학교,양천중학교-청원고등학교-대구사이버대학교,투수
2026,키움,안우진,우,우,1791894,대한민국 서울특별시,1999-08-30,192.0,90.0,2018.0,2018년 1차 지명(넥센 히어로즈),서울강남초등학교,이수중학교,휘문고등학교,,서울강남초등학교-이수중학교-휘문고등학교,투수
2026,KIA,홍건희,우,우,606775,대한민국 전라남도 화순군,1992-09-29,187.0,97.0,2011.0,2011년 2라운드(KIA 타이거즈),화순초등학교,화순중학교,화순고등학교,,화순초등학교-화순중학교-화순고등학교,투수
2026,한화,쿠싱,,,10000045,,1996-12-03,190.0,,,,,,,,,투수
2026,한화,이민우,우,우,1832521,대한민국 전라남도 순천시,1993-02-09,185.0,104.0,2015.0,2015년 1차 지명(KIA 타이거즈),순천북초등학교,순천이수중학교,효천고등학교,경성대학교,순천북초등학교-순천이수중학교-효천고등학교-경성대학교,투수
