Season,Team,Batter,BatSide,ThrowHand,page_id,birthplace,birthdate,height_cm,weight_kg,pro_debut_year,draft_info,elementary_school,middle_school,high_school,university,school,position
2026,키움,박찬혁,우,우,3196410,대한민국 대전광역시,2003-04-25,180.0,87.0,2022.0,2022년 2차 1라운드(키움 히어로즈),대전유천초등학교,한밭중학교,북일고등학교,,대전유천초등학교-한밭중학교-북일고등학교,우익수
2026,키움,박한결,좌,우,10000014,,2007-12-05,180.0,,,,,,,,,2루수
2026,키움,김태진,좌,우,1039515,대한민국 서울특별시,1995-10-07,170.0,73.0,2014.0,2014년 2차 4라운드(NC 다이노스),서울수유초등학교,서울 신일중학교,신일고등학교,,서울수유초등학교-서울 신일중학교-신일고등학교,3루수
2026,키움,이형종,우,우,424743,대한민국 서울특별시,1989-06-07,183.0,87.0,2008.0,2008년 1차 지명(LG 트윈스),서울화곡초등학교,양천중학교,서울고등학교,,서울화곡초등학교-양천중학교-서울고등학교,좌익수
2026,키움,추재현,좌,좌,2490927,대한민국 서울특별시,1999-02-22,178.0,85.0,2018.0,2018년 2차 3라운드(넥센 히어로즈),서울경수초등학교,건국대학교 사범대학 부속중학교,신일고등학교,,서울경수초등학교-건국대학교 사범대학 부속중학교-신일고등학교,우익수
2026,한화,오재원,좌,우,10000015,,2007-01-21,176.0,,,,,,,,,중견수
2026,한화,페라자,양,우,3716511,베네수엘라,1998-11-10,175.0,88.0,2015.0,아마추어 FA (시카고 컵스),,,,,,우익수
2026,한화,문현빈,좌,우,3611452,대한민국 대전광역시,2004-04-20,174.0,82.0,2023.0,2023년 2라운드(한화 이글스),대전유천초등학교,온양중학교,북일고등학교,,대전유천초등학교-온양중학교-북일고등학교,좌익수
2026,한화,노시환,우,우,2484601,대한민국 울산광역시,2000-12-03,185.0,105.0,2019.0,2019년 2차 1라운드(한화 이글스),부산 수영초등학교,경남중학교,경남고등학교,,부산 수영초등학교-경남중학교-경남고등학교,3루수
2026,한화,최유빈,좌,우,10000016,,2002-05-27,173.0,,,,,,,,,
2026,한화,강백호,좌,우,1882039,대한민국 인천광역시,1999-07-29,184.0,98.0,2018.0,2018년 2차 1라운드(kt wiz),부천북초등학교,이수중학교,서울고등학교,,부천북초등학교-이수중학교-서울고등학교,지명타자
2026,한화,채은성,우,우,730963,대한민국 전라남도 순천시,1990-02-06,186.0,92.0,2009.0,지명없음(육성선수 입단),순천북초등학교,순천이수중학교,순천효천고등학교,,순천북초등학교-순천이수중학교-순천효천고등학교,1루수
2026,한화,하주석,좌,우,675949,대한민국,1994-02-25,185.0,92.0,2012.0,2012년 1라운드(한화 이글스),서울강남초등학교,덕수중학교,신일고등학교,,서울강남초등학교-덕수중학교-신일고등학교,2루수
2026,한화,허인서,우,우,3206992,대한민국 전라남도 순천시,2003-07-11,182.0,95.0,2022.0,2022년 2차 2라운드(한화 이글스),순천북초등학교,여수중학교,순천효천고등학교,,순천북초등학교-여수중학교-순천효천고등학교,포수
2026,한화,최재훈,우,우,450681,대한민국 서울특별시,1989-08-27,178.0,94.0,2008.0,지명없음(육성선수 입단),서울화곡초등학교,덕수중학교,덕수고등학교,한국방송통신대학교,서울화곡초등학교-덕수중학교-덕수고등학교-한국방송통신대학교,포수
2026,한화,손아섭,좌,우,247288,대한민국 부산광역시,1988-03-18,174.0,84.0,2007.0,2007년 2차 4라운드(롯데 자이언츠),양정초등학교,부산개성중학교,부산고등학교,,양정초등학교-부산개성중학교-부산고등학교,
2026,한화,황영묵,좌,우,3836247,대한민국 경기도 성남시,1999-10-16,177.0,80.0,2024.0,2024년 4라운드(한화 이글스),수진초등학교,성일중학교,충훈고등학교,중앙대학교,수진초등학교-성일중학교-충훈고등학교-중앙대학교,2루수
2026,한화,심우준,우,우,1501462,대한민국 광주광역시,1995-04-28,183.0,75.0,2014.0,2014년 특별우선지명(kt 위즈),송정동초등학교,언북중학교,경기고등학교,,송정동초등학교-언북중학교-경기고등학교,유격수
2026,KT,김상수,우,우,299583,대한민국 서울특별시,1990-03-23,175.0,68.0,2009.0,2009년 1차 지명(삼성 라이온즈),대구옥산초등학교,대구 경복중학교,경북고등학교,,대구옥산초등학교-대구 경복중학교-경북고등학교,2루수
2026,KT,조대현,우,우,3234934,대한민국 서울특별시,1999-08-06,183.0,81.0,2018.0,2018년 2차 10라운드(kt 위즈),서울길동초등학교,매송중학교,유신고등학교,,서울길동초등학교-매송중학교-유신고등학교,포수
2026,KT,권동진,좌,우,2852168,대한민국 제주특별자치도,1998-09-12,178.0,83.0,2021.0,2021년 2차 1라운드(kt 위즈),제주 신광초등학교,세광중학교,세광고등학교,원광대학교,제주 신광초등학교-세광중학교-세광고등학교-원광대학교,유격수
2026,LG,최원영,우,우,3806394,대한민국 부산광역시,2003-07-18,177.0,76.0,2022.0,,,사직중학교,부산고등학교,,사직중학교-부산고등학교,좌익수
2026,KIA,이창진,우,우,1593128,대한민국 경기도 부천시,1991-03-04,173.0,85.0,2014.0,2014년 2차 6라운드(롯데 자이언츠),경기 신도초등학교,동인천중학교,인천고등학교,건국대학교,경기 신도초등학교-동인천중학교-인천고등학교-건국대학교,우익수
2026,KIA,데일,우,우,10000022,,2000-09-11,188.0,,,,,,,,,유격수
2026,두산,오명진,좌,우,2745405,대한민국 대전광역시,2001-09-04,179.0,79.0,2020.0,2020년 2차 6라운드(두산 베어스),대전신흥초등학교,한밭중학교,세광고등학교,,대전신흥초등학교-한밭중학교-세광고등학교,지명타자
2026,두산,이유찬,우,우,1962778,대한민국 인천광역시,1998-08-05,175.0,68.0,2017.0,2017년 2차 5라운드(두산 베어스),인천동막초등학교,천안북중학교,천안북일고등학교,,인천동막초등학교-천안북중학교-천안북일고등학교,2루수
2026,두산,조수행,좌,우,1608621,대한민국 강원특별자치도 강릉시,1993-08-30,178.0,73.0,2016.0,2016년 2차 1라운드(두산 베어스),노암초등학교,경포중학교,강릉고등학교,건국대학교,노암초등학교-경포중학교-강릉고등학교-건국대학교,우익수
2026,NC,한석현,좌,좌,2715047,대한민국 서울특별시,1994-05-17,181.0,80.0,2014.0,2014년 2차 5라운드(LG 트윈스),서울후암초등학교,부산 대천중학교,경남고등학교,,서울후암초등학교-부산 대천중학교-경남고등학교,우익수
2026,NC,허윤,좌,우,10000023,,2007-03-29,177.0,,,,,,,,,지명타자
2026,NC,오영수,좌,우,1958785,대한민국 경상남도 창원시,2000-01-30,178.0,93.0,2018.0,2018년 2차 2라운드(NC 다이노스),사파초등학교,경남 신월중학교,마산용마고등학교,,사파초등학교-경남 신월중학교-마산용마고등학교,1루수
2026,한화,최인호,좌,우,2723238,대한민국 광주광역시,2000-01-30,178.0,88.0,2020.0,2020년 2차 6라운드(한화 이글스),송정동초등학교,광주동성중학교,포항제철고등학교,,송정동초등학교-광주동성중학교-포항제철고등학교,우익수
2026,한화,김태연,우,우,1795455,대한민국 서울특별시,1997-06-10,178.0,96.0,2016.0,2016년 2차 6라운드(한화 이글스),서울청구초등학교,덕수중학교,야탑고등학교,,서울청구초등학교-덕수중학교-야탑고등학교,1루수
2026,한화,장규현,좌,우,3055552,대한민국 인천광역시,2002-06-28,183.0,95.0,2021.0,2021년 2차 4라운드(한화 이글스),인성초등학교,동인천중학교,인천고등학교,,인성초등학교-동인천중학교-인천고등학교,
2026,한화,이진영,우,우,1631325,대한민국 서울특별시,1997-07-21,183.0,89.0,2016.0,2016년 2차 6라운드(KIA 타이거즈),서울둔촌초등학교,선린중학교,선린인터넷고등학교,,서울둔촌초등학교-선린중학교-선린인터넷고등학교,중견수
2026,한화,이도윤,좌,우,1971980,대한민국 서울특별시,1996-10-07,175.0,79.0,2015.0,2015년 2차 3라운드(한화 이글스),서울고명초등학교,배재중학교,천안북일고등학교,,서울고명초등학교-배재중학교-천안북일고등학교,유격수
2026,LG,송찬의,우,우,3196459,대한민국 서울특별시,1999-02-20,182.0,77.0,2018.0,2018년 2차 7라운드(LG 트윈스),서울화곡초등학교,선린중학교,선린인터넷고등학교,,서울화곡초등학교-선린중학교-선린인터넷고등학교,우익수
2026,LG,이영빈,좌,,2852445,대한민국 대전광역시,2002-06-17,181.0,85.0,2021.0,2021년 2차 1라운드(LG 트윈스),대전동산초등학교,충남중학교,세광고등학교,,대전동산초등학교-충남중학교-세광고등학교,3루수
2026,SSG,채현우,우,우,2527084,대한민국 대구광역시,1995-11-21,182.0,80.0,2019.0,2019년 2차 8라운드(SK 와이번스),대구칠성초등학교,경복중학교,대구상원고등학교,송원대학교,대구칠성초등학교-경복중학교-대구상원고등학교-송원대학교,우익수
2026,SSG,홍대인,좌,우,4071361,충청북도 청주시,2001-11-23,174.0,76.0,2025.0,2025년 9라운드(SSG 랜더스),서원초등학교,세광중학교,세광고등학교,사이버한국외국어대학교,서원초등학교-세광중학교-세광고등학교-사이버한국외국어대학교,3루수
2026,SSG,한유섬,좌,우,792323,대한민국 부산광역시,1989-08-09,190.0,105.0,2012.0,2012년 9라운드(SK 와이번스),부산 중앙초등학교,부산 대천중학교,경남고등학교,경성대학교,부산 중앙초등학교-부산 대천중학교-경남고등학교-경성대학교,우익수
2026,SSG,이지영,우,우,289476,대한민국 인천광역시,1986-02-27,177.0,88.0,2008.0,지명없음(육성선수 입단),인천서화초등학교,인천 신흥중학교,제물포고등학교,경성대학교,인천서화초등학교-인천 신흥중학교-제물포고등학교-경성대학교,포수
2026,삼성,김헌곤,우,우,588813,대한민국 경상남도 창원시,1988-11-09,174.0,81.0,2011.0,2011년 5라운드(삼성 라이온즈),회원초등학교,경복중학교,제주관광산업고등학교,영남대학교,회원초등학교-경복중학교-제주관광산업고등학교-영남대학교,우익수
2026,삼성,이해승,우,우,3227761,대한민국 인천광역시,2000-08-01,180.0,86.0,2019.0,2019년 2차 8라운드(삼성 라이온즈),인천서림초등학교,인천 신흥중학교,인천고등학교,,인천서림초등학교-인천 신흥중학교-인천고등학교,유격수
2026,롯데,이서준,우,우,10000032,,2007-10-10,183.0,,,,,,,,,
2026,롯데,이호준,좌,우,4070532,대구광역시,2004-03-20,172.0,72.0,2024.0,2024년 3라운드(롯데 자이언츠),대구옥산초등학교,경운중학교,대구상원고등학교,,대구옥산초등학교-경운중학교-대구상원고등학교,유격수
2026,NC,김정호,우,우,4070752,제주특별자치도,1998-07-13,172.0,84.0,2021.0,2021년 8라운드(NC 다이노스),대구옥산초등학교,경복중학교,포항제철고등학교,성균관대학교,대구옥산초등학교-경복중학교-포항제철고등학교-성균관대학교,포수
2026,NC,신재인,우,우,10000033,,2007-06-28,185.0,,,,,,,,,1루수
2026,NC,이우성,우,우,1116690,대한민국 대전광역시,1994-07-17,182.0,95.0,2013.0,2013년 2라운드(두산 베어스),대전유천초등학교,한밭중학교,대전고등학교,,대전유천초등학교-한밭중학교-대전고등학교,좌익수
2026,SSG,임근우,우,우,4090099,서울특별시,1999-07-22,180.0,88.0,2022.0,,서울도곡초등학교,휘문중학교,휘문고등학교,홍익대학교,서울도곡초등학교-휘문중학교-휘문고등학교-홍익대학교,
2026,삼성,양우현,좌,우,2575182,대한민국 서울특별시,2000-04-13,175.0,82.0,2019.0,2019년 2차 3라운드(삼성 라이온즈),서울남정초등학교,충암중학교,충암고등학교,,서울남정초등학교-충암중학교-충암고등학교,2루수
2026,KT,우규민,우,우,236907,대한민국 대구광역시,1985-01-21,184.0,75.0,2003.0,2003년 2차 3라운드(LG 트윈스),서울 성동초등학교,휘문중학교,휘문고등학교,,서울 성동초등학교-휘문중학교-휘문고등학교,
2026,KT,김민수,우,우,1501530,대한민국 충청북도 청주시,1992-07-24,188.0,80.0,2015.0,2015년 특별 우선 지명(kt 위즈),서울 청원초등학교,청원중학교,서울 청원고등학교,성균관대학교,서울 청원초등학교-청원중학교-서울 청원고등학교-성균관대학교,
2026,롯데,한동희,우,우,1797510,대한민국 부산광역시,1999-06-01,182.0,108.0,2018.0,2018년 1차 지명(롯데 자이언츠),대연초등학교,경남중학교,경남고등학교,,대연초등학교-경남중학교-경남고등학교,3루수
2026,롯데,윤성빈,우,우,1940607,대한민국 경상남도 거제시,1999-02-26,197.0,90.0,2017.0,2017년 1차 지명(롯데 자이언츠),동일중앙초등학교,경남중학교,부산고등학교,,동일중앙초등학교-경남중학교-부산고등학교,
2026,키움,박주홍,좌,좌,2622616,대한민국 경기도 하남시,2001-04-16,187.0,87.0,2020.0,2020년 1차 지명(키움 히어로즈),덕풍초등학교,건국대학교 사범대학 부속중학교,장충고등학교,,덕풍초등학교-건국대학교 사범대학 부속중학교-장충고등학교,좌익수
2026,KIA,고종욱,좌,우,699428,대한민국 서울특별시,1989-01-11,184.0,83.0,2011.0,2011년 3라운드(넥센 히어로즈),서울역삼초등학교,대치중학교,경기고등학교,한양대학교,서울역삼초등학교-대치중학교-경기고등학교-한양대학교,지명타자
2026,KIA,박상준,좌,좌,10000040,,2001-08-21,178.0,,,,,,,,,1루수
2026,한화,김서현,우,우,3618453,대한민국 충청남도 천안시,2004-05-31,188.0,86.0,2023.0,2023년 1라운드(한화 이글스),서울효제초등학교,자양중학교,서울고등학교,,서울효제초등학교-자양중학교-서울고등학교,
2026,한화,이원석,우,우,2507570,대한민국 서울특별시,1999-03-31,177.0,80.0,2018.0,2018년 2차 4라운드(한화 이글스),서울화곡초등학교,충암중학교,충암고등학교,,서울화곡초등학교-충암중학교-충암고등학교,중견수
2026,삼성,김태훈,좌,우,1501469,대한민국 경상북도 경산시,1996-03-31,177.0,78.0,2015.0,2015년 2차 5순위(Kt wiz),안산진흥초등학교,평촌중학교,유신고등학교,,안산진흥초등학교-평촌중학교-유신고등학교,우익수
2026,키움,김지석,좌,우,10000043,,2007-02-19,185.0,,,,,,,,,3루수
2026,SSG,김민준,우,우,10000044,,2004-03-20,181.0,,,,,,,,,유격수
2026,NC,오장한,좌,우,3044815,대한민국 전라북도 군산시,2002-05-20,185.0,90.0,2021.0,2021년 2차 3라운드(NC 다이노스),희망대초등학교,매향중학교,장안고등학교,,희망대초등학교-매향중학교-장안고등학교,좌익수
2026,삼성,박승규,우,우,2561065,대한민국 서울특별시,2000-09-02,176.0,80.0,2019.0,2019년 2차 9라운드(삼성 라이온즈),강원 일산초등학교,덕수중학교,경기고등학교,대구대학교,강원 일산초등학교-덕수중학교-경기고등학교-대구대학교,우익수
2026,삼성,이성규,우,우,1466914,대한민국 광주직할시,1993-08-03,178.0,82.0,2016.0,2016년 2차 4라운드(삼성 라이온즈),광주대성초등학교,광주동성중학교,광주동성고등학교,인하대학교,광주대성초등학교-광주동성중학교-광주동성고등학교-인하대학교,좌익수
2026,두산,박신지,우,우,1953587,대한민국 경기도 고양시,1999-07-16,185.0,75.0,2018.0,2018년 2차 1라운드(두산 베어스),목암초등학교,서울 영동중학교,경기고등학교,,목암초등학교-서울 영동중학교-경기고등학교,
2026,두산,윤태호,우,우,4078875,,2003-10-10,190.0,,,,,,,,,
2026,KT,강민성,우,우,3624657,대한민국 대구광역시,1999-12-08,180.0,85.0,2019.0,2019년 2차 6라운드(kt wiz),대구옥산초등학교,경상중학교,경북고등학교,,대구옥산초등학교-경상중학교-경북고등학교,1루수
2026,KT,김민석,우,우,9000001,,2005-07-22,,,,,,,,,,포수
2026,롯데,로드리게스,우,우,10000002,,1998-03-31,193.0,,,,,,,,,
2026,롯데,최준용,우,우,2790445,,2001-10-10,185.0,,,,,,,,,
2026,KT,유준규,좌,우,3220191,대한민국 전북특별자치도 군산시,2002-08-16,179.0,81.0,2021.0,2021년 2차 3라운드(kt 위즈),군산신풍초등학교,군산중학교,군산상업고등학교,,군산신풍초등학교-군산중학교-군산상업고등학교,
2026,SSG,석정우,우,우,3229171,대한민국 부산광역시,1999-01-20,180.0,82.0,2022.0,지명없음(육성선수 입단),동일중앙초등학교,경남중학교,경남고등학교,연세대학교,동일중앙초등학교-경남중학교-경남고등학교-연세대학교,2루수
2026,NC,오태양,우,우,3044819,대한민국 서울특별시,2002-04-25,178.0,67.0,2021.0,2021년 2차 5라운드(NC 다이노스),,,,,,우익수
2026,키움,염승원,좌,우,4073227,대한민국 서울특별시,2006-03-20,180.0,78.0,2025.0,2025년 2라운드(키움 히어로즈),서울고명초등학교,휘문중학교,휘문고등학교,,서울고명초등학교-휘문중학교-휘문고등학교,2루수
